,Return,Len
0,-662.0380096610228,115.70270270270271
1,-480.9923114374365,84.6734693877551
2,-803.7187807628485,144.31034482758622
3,-618.7619072180827,117.39473684210526
4,-384.2554752510034,74.52727272727273
5,-371.0582139001371,72.40350877192982
6,-312.0145775623121,65.36
7,-871.9205771884984,157.69230769230768
8,-1084.9798288981617,210.2608695652174
9,-744.5277709050436,157.6153846153846
10,-559.75297339414,115.5
11,-474.2968279186011,115.30555555555556
12,-594.6268810475748,130.59375
13,-279.95591936346807,75.09836065573771
14,-565.6486689045058,132.7741935483871
15,-186.44136279261252,59.18571428571428
16,-441.0738539653224,106.48936170212765
17,-373.6461636778606,98.83333333333333
18,-745.6670555923276,158.23076923076923
19,-434.4858541745801,120.35
20,-462.7999004765806,111.37209302325581
21,-729.3065230058173,166.44
22,-328.66383038355997,93.68181818181819
23,-353.93614981918716,117.47619047619048
24,-194.13372382512807,74.16071428571429
25,-777.055058681012,179.47826086956522
26,-209.00585959858853,76.66666666666667
27,-131.0164356192587,56.136986301369866
28,-974.8374796122808,190.43478260869566
29,-522.0334559411908,137.23333333333332
30,-169.91098737165296,67.54098360655738
31,-686.937197609741,175.3793103448276
32,-115.59737340543525,66.7741935483871
33,-1729.9688608227962,315.15384615384613
34,-149.74556195437486,66.40322580645162
35,-277.58694328523615,98.4047619047619
36,-262.14625583250324,79.61538461538461
37,-361.4937218105404,108.44736842105263
38,-583.638393213777,142.51724137931035
39,-394.5039065664201,118.85714285714286
40,-249.14850655174476,100.0
41,-326.52781464061684,107.54347826086956
42,-323.08684528429495,111.13513513513513
43,-456.009563857175,121.3529411764706
44,-548.6909225957303,146.2
45,-632.0366410992407,175.7037037037037
46,-753.5712051823632,181.08695652173913
47,-599.0160051435099,153.14814814814815
48,-712.4947793069164,171.08333333333334
49,-218.7520522477569,89.0701754385965
50,-461.3408779625246,136.7
51,-413.9794968664496,111.27027027027027
52,-268.91046169949396,107.02173913043478
53,-338.31758001051685,130.5
54,-287.5494558819844,102.95744680851064
55,-392.5045225290877,131.02777777777777
56,-713.7051337546039,196.52380952380952
57,-639.753708183678,164.04
58,-145.338853630079,90.21739130434783
59,-576.0503164639995,159.96296296296296
60,-104.75324327224764,62.06060606060606
61,-386.8211596439055,114.37209302325581
62,-291.2743118675428,125.91666666666667
63,-806.9761472208763,163.88
64,-244.12116611688657,112.55555555555556
65,-473.4805531135257,139.70967741935485
66,-580.6312145893016,152.03703703703704
67,-494.88821265945694,159.1153846153846
68,-911.5675214755472,199.82608695652175
69,-358.2334418595452,138.15625
70,-263.9143689538539,114.37209302325581
71,-368.451029748877,108.30952380952381
72,-288.64460681353256,120.82352941176471
73,-358.5866381632717,128.4375
74,-516.1054839985211,148.82758620689654
75,-221.20844184641297,84.46938775510205
76,-489.7156171476597,152.68965517241378
77,-234.33451123072237,94.77272727272727
78,-340.5836361152486,117.86486486486487
79,-358.23802323586585,105.225
80,-364.25865363529255,127.47222222222223
81,-57.19177586983125,60.470588235294116
82,-228.744961282156,86.55172413793103
83,-262.7972728216553,107.86842105263158
84,-271.302064624304,120.70588235294117
85,-262.4899810098683,115.53846153846153
86,-379.6590647468728,150.96969696969697
87,-218.4649652118369,109.0952380952381
88,-128.85484952462932,63.08450704225352
89,-382.7764699919652,154.40740740740742
90,-392.9461718087802,140.17142857142858
91,-233.4914952129532,98.79591836734694
92,-184.0916661574566,90.56363636363636
93,-306.7470821150755,122.55882352941177
94,-173.32205718052919,86.79166666666667
95,-96.07664471723173,66.04761904761905
96,-267.254535187997,129.90625
97,-135.98700186674725,76.07407407407408
98,-153.97384777673227,67.14754098360656
99,-97.094963888016,56.8
100,-309.3659788725501,127.91666666666667
101,-298.53549835056384,117.37142857142857
102,-78.30925563511369,64.26470588235294
103,-188.6774417105284,110.94594594594595
104,-335.34150218096136,132.29032258064515
105,-309.61388764502624,128.84375
106,-276.3513790323319,110.56521739130434
107,-127.86248714452645,75.50909090909092
108,-186.59855480560827,92.24444444444444
109,-178.512495536676,101.73333333333333
110,-599.7998879054753,271.0
111,-277.72727462050096,111.48648648648648
112,-430.8809808490489,178.85185185185185
113,-363.33523588695545,158.8846153846154
114,-246.039341885927,114.84210526315789
115,-159.51104156932857,79.92063492063492
116,-180.8573495920003,100.60975609756098
117,-97.97175460203988,55.48780487804878
118,-316.0584284638249,139.0625
119,-75.814648167748,57.71590909090909
120,-110.30534242289225,73.75
121,-44.15186949357822,51.023809523809526
122,-114.4301153351115,70.10169491525424
123,-242.03564424858715,120.525
124,-218.76453334562135,110.3157894736842
125,-66.59276560986781,56.351351351351354
126,-130.15209452723778,72.45614035087719
127,-217.1161854495349,95.6938775510204
128,-145.06241626784185,87.76595744680851
129,-83.75076303253219,55.51219512195122
130,-91.46003262010005,66.45161290322581
131,-40.732552789280874,41.63636363636363
132,-78.06203367694368,53.63636363636363
133,-135.2846239251326,87.16666666666667
134,-272.80559619464714,115.53488372093024
135,-157.3367439995829,83.61538461538461
136,-94.17014990710994,66.20967741935483
137,-171.38015016198247,95.56521739130434
138,-177.07438020332447,87.18867924528301
139,-109.02724420432308,67.34782608695652
140,-65.08279540721949,47.264367816091955
141,-158.6761509160026,86.51851851851852
142,-236.28596739072705,117.08571428571429
143,-131.84602514766843,76.53333333333333
144,-82.2676999999459,56.671052631578945
145,-143.76302288479516,81.23636363636363
