,Return,Len
0,103.58945215985254,21.49738219895288
1,110.10766296627853,22.772222222222222
2,126.59558646623745,25.974683544303797
3,137.06986406109618,27.844594594594593
4,162.58458897611746,32.792
5,180.25778692999157,36.5
6,217.92459084881824,43.136842105263156
7,220.76495524637977,43.723404255319146
8,253.998732148977,49.83132530120482
9,244.81135389472567,47.895348837209305
10,252.9554111858882,49.095238095238095
11,264.0091953098313,51.4375
12,257.9582973505546,49.795180722891565
13,274.98665380521436,53.14102564102564
14,284.1698793064728,54.693333333333335
15,286.4767669389573,54.733333333333334
16,282.58008013452604,54.43421052631579
17,275.2497276548726,52.58974358974359
18,290.66042228889347,55.41891891891892
19,296.451666850783,56.58904109589041
20,298.92327134406844,57.0
21,293.6811818500448,56.24657534246575
22,323.6741416648859,62.57575757575758
23,311.26672286928124,60.26470588235294
24,324.57843576985863,62.90909090909091
25,330.75398491557644,64.015625
26,342.0907213796157,66.0952380952381
27,342.213799994615,66.62903225806451
28,350.62110780147935,68.33333333333333
29,356.1266395298634,69.61016949152543
30,354.93413714707725,68.71666666666667
31,340.4315008996,66.69354838709677
32,366.15370647648626,71.86206896551724
33,401.27175966410636,78.9423076923077
34,359.04255413402615,70.64406779661017
35,373.5365589634942,73.48214285714286
36,364.28612030581013,71.17241379310344
37,379.8251711219491,74.58928571428571
38,388.284387424628,76.4074074074074
39,366.1578614422928,72.70175438596492
40,380.80235435754656,74.76363636363637
41,370.3615751461635,72.80701754385964
42,366.25765153484474,72.01754385964912
43,378.1615930193684,74.0
44,390.56211586473177,76.85185185185185
45,384.26679831081276,75.9074074074074
46,412.2977366000328,81.84313725490196
47,381.1242583388617,75.54545454545455
48,398.9183804731216,80.09615384615384
49,387.7076330593684,77.62962962962963
50,403.3592114889624,79.86538461538461
51,385.2346934312954,76.61111111111111
52,378.3546666143417,75.8
53,383.82905348209835,76.4074074074074
54,411.09526019195096,82.4
55,384.5006410003662,76.72222222222223
56,416.4024701338687,82.0
57,407.0380051211908,80.54901960784314
58,382.1148003325004,76.12962962962963
59,387.99656027979495,78.28301886792453
60,378.6806597444996,76.87037037037037
61,400.4797018211547,80.90196078431373
62,400.93556604721323,80.45098039215686
63,398.04157918997987,80.88235294117646
64,412.85179975222667,83.02
65,411.7072584206524,83.91836734693878
66,397.16897056207574,81.37254901960785
67,401.2964120176009,81.96
68,440.0293072510347,89.80434782608695
69,416.6685751235952,85.95833333333333
70,398.67106902706,82.04
71,381.4378971903798,77.67924528301887
72,392.0965785298014,79.38461538461539
73,415.0578406504867,84.44897959183673
74,397.281144815515,80.41176470588235
75,411.667135888959,83.81632653061224
76,403.70768007589805,81.86274509803921
77,394.3557529137204,80.41176470588235
78,418.93512560852815,85.77551020408163
79,413.2745556829322,84.28571428571429
80,411.4932977207849,84.93877551020408
81,414.5038890969275,86.35416666666667
82,432.5717873684756,87.23404255319149
83,429.9264066848412,86.20833333333333
84,426.4533456535653,85.875
85,418.2397586313607,84.85714285714286
86,389.4412482396293,78.88461538461539
87,403.45926018399774,81.09803921568627
88,398.23631641570086,80.38461538461539
89,404.88260227892795,81.0
90,404.102307489081,80.58823529411765
91,413.6399643307931,82.18
92,404.5967157447342,80.50980392156863
93,420.3985731228339,84.36734693877551
94,404.6821624074733,81.2156862745098
95,401.9085205944676,80.23076923076923
96,409.57210374071855,82.8
97,428.3753171211913,87.0625
98,424.1942741013938,85.58333333333333
99,421.4823351112027,85.47916666666667
100,420.7376317686349,85.95833333333333
101,448.2205920388666,93.02222222222223
102,440.27569425120885,89.08695652173913
103,424.2912948386344,86.72916666666667
104,461.203479564301,94.63636363636364
105,450.422371848265,90.28260869565217
106,433.6504587339465,89.21739130434783
107,423.1057445966616,87.38297872340425
108,457.8398757880046,92.55555555555556
109,431.32653451869675,87.64583333333333
110,443.3668168109553,90.52173913043478
111,443.3982444509145,90.1304347826087
112,452.35937573063785,91.44444444444444
113,441.40554915637824,90.47826086956522
114,445.23836566063096,91.15555555555555
115,448.1427550567356,91.4
116,444.66145863924424,91.37777777777778
117,434.8203356531888,88.19148936170212
118,438.1443966356609,88.2127659574468
119,444.6564019699952,89.26086956521739
120,446.4511856080338,92.2
121,477.04292260699,96.18604651162791
