,Return,Len
0,-0.9923389636670333,18.146017699115045
1,0.4982657867610096,20.301980198019802
2,3.3046934473019673,23.34659090909091
3,6.4489878825149445,27.65771812080537
4,11.149773449097047,33.925619834710744
5,16.982770869623238,38.990566037735846
6,31.488983362211336,51.5875
7,47.76270051094395,62.196969696969695
8,36.41793244806172,63.2
9,96.79571488831607,101.02439024390245
10,105.73169327445433,111.45945945945945
11,173.07364248111762,152.85714285714286
12,143.06010531823617,119.11428571428571
13,181.4824045435964,139.26666666666668
14,191.80509780860353,134.6451612903226
15,218.25375122173307,163.46153846153845
16,277.94954391680983,191.86363636363637
17,293.7744773706127,183.56521739130434
18,255.66885158478505,160.92307692307693
19,255.24858687850883,171.84
20,260.6265770957643,166.64
21,234.3971842731062,146.86206896551724
22,281.70355893386824,169.88
23,259.0715306096403,162.07692307692307
24,280.73560805019525,178.2173913043478
25,241.66000580628952,152.35714285714286
26,290.5109261203474,170.75
27,280.3868648768394,168.88
28,291.0376843974886,172.875
29,320.06104185803923,191.04545454545453
30,279.102455383417,162.84615384615384
31,270.6841241966426,156.11111111111111
32,320.84686990157456,192.0909090909091
33,291.82795144761366,165.84
34,322.4204544259204,183.65217391304347
35,330.6117574250569,192.9090909090909
36,302.6132641475391,180.65217391304347
37,284.63319882387236,167.04
38,293.5919960361128,172.91666666666666
39,296.79912178938986,179.52173913043478
40,305.11308851418676,178.8695652173913
41,321.33437489623816,180.3913043478261
42,307.57712365704725,177.25
43,291.19046185645743,176.16666666666666
44,305.29889720579587,177.125
45,308.5251496609333,182.2608695652174
46,305.1560919494203,175.45833333333334
47,320.3502115468933,179.3913043478261
48,331.8081801109419,187.63636363636363
49,316.62702581849186,180.34782608695653
50,296.6027665736037,172.04166666666666
51,314.6511244863803,180.04347826086956
52,319.7514663957681,182.17391304347825
53,304.30295471816163,174.5
54,331.4781069079752,186.3913043478261
55,327.046965093009,187.63636363636363
56,343.8220472042739,198.33333333333334
57,330.25474157494614,186.86363636363637
58,309.99823146895875,177.79166666666666
59,329.09554717587014,186.30434782608697
60,321.64653062126143,184.69565217391303
61,304.536072998601,175.41666666666666
62,316.8344276533114,181.2608695652174
63,325.85960177810273,188.63636363636363
64,304.3282208971823,180.17391304347825
65,316.29389875582933,182.30434782608697
66,331.24117113683866,187.0
67,296.2975009412239,172.72
68,335.6375788248765,188.04347826086956
69,328.37633091492575,187.13636363636363
70,332.4210855242859,184.34782608695653
71,332.71550303662906,187.0
72,295.5288060173121,172.29166666666666
73,334.0674247754791,189.36363636363637
74,326.63880990745207,186.5909090909091
75,329.7677461051886,189.5
76,321.84184538976115,181.30434782608697
77,343.6636009690365,190.72727272727272
78,324.6504173798423,183.2173913043478
79,335.0401923235062,188.77272727272728
80,348.67441710866717,199.23809523809524
81,334.4418509976631,186.86363636363637
82,327.3594597751498,184.43478260869566
83,341.8802900042123,188.86363636363637
84,337.86111629475096,187.72727272727272
85,344.30619862798005,189.9090909090909
86,337.2057150774739,186.95454545454547
87,329.0049265062026,185.2173913043478
88,345.4954280447105,191.86363636363637
89,345.10561760971274,190.36363636363637
90,344.9321216743089,190.63636363636363
91,338.7352751874897,189.0909090909091
92,351.20334178870667,194.0
93,342.73593189803694,185.91304347826087
94,342.8030317895576,193.9090909090909
95,325.8388515536403,180.47826086956522
96,352.7993475631779,193.4090909090909
97,356.42538709064576,196.1904761904762
98,342.9345221659829,186.9090909090909
99,356.5679387798624,194.3181818181818
100,349.8643798969183,188.9090909090909
101,346.40639658239905,191.36363636363637
102,354.2224731137949,189.5
103,355.5924482972868,190.22727272727272
104,358.31582756227635,193.95454545454547
105,341.78933261950004,181.91304347826087
106,360.6525219189748,193.4090909090909
107,360.7070269867641,192.72727272727272
108,374.5434584052951,201.04761904761904
109,368.95858088361365,197.95238095238096
110,373.9511825170396,199.42857142857142
111,375.1812351776617,199.42857142857142
112,381.22601543516714,198.33333333333334
113,387.13360662209516,206.35
114,378.7299801698433,201.42857142857142
115,381.5342433499257,201.1904761904762
116,387.75938963103283,200.8095238095238
117,405.6146084089745,207.95
118,405.54989323827533,209.2
119,416.8132559089493,213.5
120,420.5161474972884,215.78947368421052
121,424.70619465273546,215.2
122,425.7743698359326,213.6
123,431.6474542956753,219.47368421052633
124,425.5445457603065,213.9
125,419.1162466747458,209.1
126,428.60718628986905,214.5
127,424.31319209118493,210.95
128,425.15928205773037,212.25
129,430.7721360565909,213.55
130,442.4277105238398,218.0
131,446.7595578897992,223.31578947368422
132,446.9049337425793,223.26315789473685
133,452.0977250189664,222.42105263157896
134,439.017446552615,215.45
135,454.51902676019705,225.21052631578948
136,454.7695437416923,222.52631578947367
137,463.15394267666363,226.52631578947367
138,471.3264777226345,231.05555555555554
139,466.1415256093786,227.0
140,463.3697189096281,222.21052631578948
141,472.3958048188724,229.77777777777777
142,454.9060469425324,220.94736842105263
143,467.8005558814822,224.6315789473684
144,475.91655601744606,225.78947368421052
145,471.76686341748206,226.47368421052633
146,487.0384788278824,231.66666666666666
147,483.20258930480304,226.3684210526316
