,Return,Len
0,-1159.171876206383,1000.0
1,-1198.218650753845,1000.0
2,-1224.0159740064587,1000.0
3,-1152.7848654612328,1000.0
4,-1148.3648229927371,1000.0
5,-1100.5990386946173,1000.0
6,-1076.042368898706,1000.0
7,-993.2915595058563,1000.0
8,-970.622418857635,1000.0
9,-900.4588891157882,1000.0
10,-904.2504659261151,1000.0
11,-836.1966184215198,1000.0
12,-837.3621784948562,1000.0
13,-803.6597520897446,1000.0
14,-868.5564777141317,1000.0
15,-715.7019069104524,1000.0
16,-691.47252670823,1000.0
17,-700.6617499707156,1000.0
18,-610.1958455986072,1000.0
19,-650.1362972905941,1000.0
20,-573.435321785558,1000.0
21,-493.5893863517205,1000.0
22,-466.8429960894712,1000.0
23,-353.1075622069684,1000.0
24,-444.9321200386768,1000.0
25,-422.47224842907343,1000.0
26,-357.52842512865715,1000.0
27,-261.6529047894107,1000.0
28,-249.87155540373737,1000.0
29,-171.21517310473783,1000.0
30,-169.11663785124503,1000.0
31,-141.50550840331445,1000.0
32,-119.03316306351091,1000.0
33,-98.33880767714122,1000.0
34,-75.94799154384572,1000.0
35,-75.57263319467408,1000.0
36,-52.481361345761776,1000.0
37,-41.609347843472804,1000.0
38,-11.047857709942667,1000.0
39,8.204942258091654,1000.0
40,46.07843588297631,1000.0
41,63.60107051822733,1000.0
42,-305.42459933101054,1000.0
43,112.4675584859439,1000.0
44,155.01428312647408,1000.0
45,199.57282699730877,1000.0
46,-79.0108353250623,1000.0
47,-39.1764148433749,1000.0
48,276.31892488892123,1000.0
49,357.2801464315827,1000.0
50,392.1517983825673,1000.0
51,402.451410822809,1000.0
52,452.5543767875388,1000.0
53,530.2593646509877,1000.0
54,-95.58523592391715,1000.0
55,540.0013274895115,1000.0
56,552.8039869176764,1000.0
57,426.2848526747113,1000.0
58,467.9576282427271,1000.0
59,41.21632878974176,1000.0
60,73.1087753528943,1000.0
61,635.5654375521304,1000.0
62,669.995896603645,1000.0
63,-582.297573264717,1000.0
64,103.12051695397652,1000.0
65,658.0434681692149,1000.0
66,145.90441992727455,1000.0
67,73.28083073229818,1000.0
68,-559.9240326274294,1000.0
69,720.0561807914715,1000.0
70,721.8291586678677,1000.0
71,786.2196593121614,1000.0
72,837.8206841784917,1000.0
73,823.1343772290381,1000.0
74,819.9588141848942,1000.0
75,818.1246758136538,1000.0
76,195.61130314832457,1000.0
77,220.30588934028555,1000.0
78,890.3268010187834,1000.0
79,914.9646526261158,1000.0
80,-285.7237684511466,1000.0
81,474.7833081052049,1000.0
82,415.94850556394704,1000.0
83,-299.5374213978427,1000.0
84,928.5556260416157,1000.0
85,-584.7971573793162,1000.0
86,387.949466106903,1000.0
87,943.8328393416681,1000.0
88,961.4603896388575,1000.0
89,60.31672176654318,1000.0
90,237.07527067884976,1000.0
91,239.91650658620028,1000.0
92,970.2408471458857,1000.0
93,1030.3857067500066,1000.0
94,-198.1407740397687,1000.0
95,1082.2674187069103,1000.0
96,529.2927130784467,1000.0
97,1090.71240497322,1000.0
98,1092.0157637652615,1000.0
99,629.428794709696,1000.0
100,619.5537434719065,1000.0
101,1072.0880856887045,1000.0
102,230.22019365114048,1000.0
103,1139.346612336918,1000.0
104,301.69189633851596,1000.0
105,688.6721309196723,1000.0
106,1183.035507898709,1000.0
107,614.8226553710028,1000.0
108,1194.0019346306437,1000.0
109,1282.9009510497265,1000.0
110,1220.796537953853,1000.0
111,1225.3899813479675,1000.0
112,1258.5885189005746,1000.0
113,1281.2193010051492,1000.0
114,438.35512951446543,1000.0
115,-530.2874722351214,1000.0
116,269.04582605744633,1000.0
117,473.5030303476009,1000.0
118,876.9029713233838,1000.0
119,994.0097320899868,1000.0
120,705.4145678577336,1000.0
121,1335.4197801347023,1000.0
122,836.6263697428616,1000.0
123,1388.6214359530436,1000.0
124,1374.2175431405526,1000.0
125,1341.3365149777305,1000.0
126,1359.5717844753106,1000.0
127,1463.9917301110459,1000.0
128,922.9101251297743,1000.0
129,1306.173268018428,1000.0
130,778.6952198360783,1000.0
131,1419.0420528782695,1000.0
132,1369.5076054494011,1000.0
133,1418.3683599659405,1000.0
134,1461.701782175363,1000.0
135,1480.44528464377,1000.0
136,1482.3299805554864,1000.0
137,355.7728372441528,1000.0
138,1513.0638454069028,1000.0
139,1521.1561416874256,1000.0
140,546.984285056284,1000.0
141,1539.8032090886463,1000.0
142,1335.2411768052873,1000.0
143,873.9666935548555,1000.0
144,1609.3750087340024,1000.0
145,-482.2372791666379,1000.0
146,1566.9327639688772,1000.0
147,1656.3290581742604,1000.0
148,268.62544431648723,1000.0
149,1260.4944482920453,1000.0
150,1635.0938223698436,1000.0
151,1154.3508233221316,1000.0
152,839.3244012938867,1000.0
153,1615.4622495904816,1000.0
154,1725.0572761785006,1000.0
155,-338.58813972175363,1000.0
156,1692.8965893794139,1000.0
157,442.8189268610363,1000.0
158,-578.9895734974574,1000.0
159,838.2153475411551,1000.0
160,1662.7153896537752,1000.0
161,266.032107152949,1000.0
162,1690.977387415593,1000.0
163,808.7349115607716,1000.0
164,1361.9038560953445,1000.0
165,371.1019180311079,1000.0
166,1731.5421310354443,1000.0
167,-28.609548778623,1000.0
168,1568.3957655558795,1000.0
169,1732.83551594103,1000.0
170,1684.9798020027993,1000.0
171,1758.0731335636715,1000.0
172,1435.2059486789155,1000.0
173,1662.7121957006589,1000.0
174,626.2978393203246,1000.0
175,1738.549869859513,1000.0
176,931.0126614342993,1000.0
177,1515.3292732371478,1000.0
178,1756.6640437995422,1000.0
179,1811.8765469972611,1000.0
180,305.77652455122575,1000.0
181,949.8407892950694,1000.0
182,1836.6220345482602,1000.0
183,1407.6403525380701,1000.0
184,1297.2750283447963,1000.0
185,1807.9682924393796,1000.0
186,912.4977085969085,1000.0
187,1767.0759284330438,1000.0
188,1739.7639417007601,1000.0
189,1272.381154802642,1000.0
190,1815.6388901152582,1000.0
191,1852.4302852954274,1000.0
192,1771.009871904979,1000.0
193,817.2360635820522,1000.0
194,1790.2225031306345,1000.0
195,1804.1653367948334,1000.0
196,1863.3013305775326,1000.0
197,1803.7385172716363,1000.0
198,1395.7188288376253,1000.0
199,1845.476919875436,1000.0
200,1213.7927972293196,1000.0
201,1860.7105932961472,1000.0
202,1321.1773341710418,1000.0
203,1633.2886054032765,1000.0
204,1792.1769714712896,1000.0
205,-46.96882062711889,1000.0
206,1883.1376669465749,1000.0
207,1680.6102299075403,1000.0
208,1763.49291221284,1000.0
209,1741.4553350955343,1000.0
210,1823.3149418988032,1000.0
211,1138.1146458969965,1000.0
212,1870.7001099494016,1000.0
213,905.7388914670639,1000.0
214,1876.0665093487837,1000.0
215,1892.6273461016704,1000.0
216,1885.656086427231,1000.0
217,1806.086985059769,1000.0
218,1818.8915009416291,1000.0
219,1896.3293088670139,1000.0
220,1981.0753712396768,1000.0
221,1395.5728378203823,1000.0
222,886.8377254631616,1000.0
223,1923.1148745511266,1000.0
224,2012.145764728903,1000.0
225,1575.6388850520166,1000.0
226,1935.514936103576,1000.0
227,856.57857628853,1000.0
228,2026.8053185203557,1000.0
229,2000.9996930823315,1000.0
230,2064.245376352741,1000.0
231,1607.6615978274967,1000.0
232,2010.568148428944,1000.0
233,2051.602679972134,1000.0
234,2005.401920546392,1000.0
235,1279.2310186778527,1000.0
236,2068.088268273223,1000.0
237,2067.0294179681655,1000.0
238,2018.2090557461015,1000.0
239,1945.032105823659,1000.0
240,2036.913974420324,1000.0
241,2043.4035577652146,1000.0
242,2105.6402490234595,1000.0
243,1727.2899848737857,1000.0
244,1982.204136614664,1000.0
245,2041.9905024903783,1000.0
246,1409.641992706694,1000.0
247,2188.781352767784,1000.0
248,2059.5156050403407,1000.0
249,1555.1898281218794,1000.0
250,469.38349984172874,1000.0
251,1410.4669045592848,1000.0
252,1010.7363537659392,1000.0
253,2137.1097347694695,1000.0
254,2120.764504566889,1000.0
255,2126.6515252707677,1000.0
256,2144.034515321059,1000.0
257,2211.2328324035925,1000.0
258,1727.535501002752,1000.0
259,2163.1106941791854,1000.0
260,1080.8270924215271,1000.0
261,2251.3552731981254,1000.0
262,2115.7746612448864,1000.0
263,2160.819534559671,1000.0
264,1596.974703500689,1000.0
265,1042.1570839952415,1000.0
266,2159.872664880585,1000.0
267,2215.1946787558095,1000.0
268,1273.8117591730902,1000.0
269,2229.225725786472,1000.0
270,1381.0319161388006,1000.0
271,1251.955528101035,1000.0
272,2241.481559711707,1000.0
273,1440.3063358664779,1000.0
274,2225.9192376909064,1000.0
275,2200.9272454209936,1000.0
276,1137.4853178768542,1000.0
277,2138.9588856792275,1000.0
278,1115.342522211114,1000.0
279,2293.8841979250365,1000.0
280,1598.4985928061367,1000.0
281,2217.712648307461,1000.0
282,1246.20137236299,1000.0
283,1507.9159220858978,1000.0
284,2172.8183989460995,1000.0
285,1494.2099525228593,1000.0
286,2283.1799258975443,1000.0
287,2334.8799448319173,1000.0
288,2252.7502313380787,1000.0
289,2299.42800081075,1000.0
290,2341.888359358597,1000.0
291,2243.1347429373272,1000.0
292,2226.027918658513,1000.0
293,1757.296164069805,1000.0
294,2274.3935280142423,1000.0
295,1408.077537914221,1000.0
296,2332.082488342256,1000.0
297,2243.504994147252,1000.0
298,2290.6626864785035,1000.0
299,2292.4699175974793,1000.0
300,2332.9863844949195,1000.0
301,2279.2258246134234,1000.0
302,2237.079429190448,1000.0
303,2267.539173027527,1000.0
304,2002.0267575091464,1000.0
305,2203.6556897837945,1000.0
306,2278.2857301085314,1000.0
307,2299.2067449695246,1000.0
308,2274.1787025448566,1000.0
309,2326.696659512166,1000.0
310,2226.6536390852034,1000.0
311,550.5678685666676,1000.0
312,2226.8507550321874,1000.0
313,2248.228015906386,1000.0
314,2258.601848196655,1000.0
315,2130.7921852764425,1000.0
316,1774.8681739199928,1000.0
317,1522.2934388286426,1000.0
318,2205.2862158194575,1000.0
319,1390.7125682064095,1000.0
320,2095.7995910733725,1000.0
321,2317.625970680269,1000.0
322,2285.464254504037,1000.0
323,2358.2763331823066,1000.0
324,2245.761736599722,1000.0
325,2311.861123090456,1000.0
326,2259.7601692660855,1000.0
327,2198.9654271371446,1000.0
328,2325.4410419059022,1000.0
329,2250.7988331862193,1000.0
330,2297.61059271473,1000.0
331,2225.8881633428864,1000.0
332,2192.084533501721,1000.0
333,1413.3153399367336,1000.0
334,2307.7588447913286,1000.0
