,global_len,global_return
0,24,12.741092332063634
1,16,11.881154192730673
2,18,6.983982230796086
3,30,20.145175294466625
4,17,14.02942388879131
5,19,15.68156267321241
6,22,18.462640581918542
7,12,9.377060502905348
8,21,19.754822691298312
9,30,12.529095202983793
10,15,13.562870231788242
11,15,12.349949681409884
12,17,13.883889371545072
13,14,9.23308639949326
14,30,15.806426256885276
15,24,23.19249985506444
16,12,7.689618248916206
17,21,17.572484390056573
18,22,23.967190679372898
19,28,12.62350001694301
20,28,18.559080871326472
21,30,14.098093913513953
22,25,20.285829274227353
23,33,19.739292932182146
24,20,12.323953258288098
25,20,14.7334299095172
26,13,9.025673781785668
27,16,7.991805667960661
28,25,21.881898770742836
29,29,13.347550910827655
30,27,19.53421359497306
31,13,10.806585682745007
32,20,19.23893673506703
33,19,11.437450642091285
34,31,30.778054529284585
35,11,9.263097955912878
36,35,37.4975603872437
37,33,17.497910327397623
38,19,14.70312652902991
39,12,10.22297731662605
40,27,26.235194849854306
41,13,7.839059276805323
42,17,13.292559953255235
43,10,8.864584115719481
44,21,15.446504959388285
45,25,27.439273977146033
46,26,28.39374404622711
47,30,13.189207082315818
48,16,10.159905666169056
49,16,15.948976944171214
50,25,8.69624254336176
51,14,11.701371879491566
52,17,16.679274728871395
53,12,9.150603164197506
54,26,21.982359808654426
55,13,10.511238928922351
56,19,11.274169360821684
57,37,23.281760160561493
58,22,8.546625596332353
59,22,13.105482967091149
60,29,16.61186080010117
61,9,7.533578193827757
62,60,87.62826114008021
63,28,35.54901325047653
64,22,15.999877415740725
65,74,115.43865584983665
66,38,19.251592574327006
67,18,18.17654825339255
68,15,13.875305597403264
69,36,26.122524757453473
70,20,11.692336971714182
71,12,10.59858849272499
72,13,9.161968623435053
73,28,9.8299524894181
74,42,40.8411880548937
75,13,9.533466994973024
76,13,11.198175228513321
77,8,6.002638282543066
78,17,12.36296130922765
79,22,17.96355075229279
80,15,9.692496522602974
81,21,24.63259904974203
82,13,8.799703357768122
83,20,21.272505167776913
84,16,9.599705790615092
85,24,22.938813088656453
86,8,5.205223756339447
87,32,32.91495559926502
88,28,17.786320102567466
89,45,16.045281410934464
90,32,27.271980872217522
91,19,20.11510793349402
92,26,16.05797909015384
93,13,10.272435083225597
94,16,14.433155155980563
95,21,9.2327013820134
96,17,10.389306995264286
97,17,12.573150223841985
98,35,10.796285998425244
99,12,8.219244795467802
100,18,7.597830161639386
101,14,11.663336028867338
102,27,13.51384080532545
103,13,8.478266428207244
104,17,8.671280061460807
105,31,40.326811223763634
106,26,16.235281815405102
107,23,13.164426278536542
108,14,13.326426535059777
109,16,15.099729832904256
110,10,6.460666338613983
111,23,10.323396232133318
112,17,13.602114461330636
113,25,15.102369093256275
114,17,15.242432343996024
115,14,10.563376480195814
116,12,9.892881202749866
117,23,19.42584127052695
118,20,11.71855517201829
119,15,10.848090050024638
120,13,8.848787943781062
121,35,28.761455577841627
122,43,23.447784997492374
123,21,22.771818965638644
124,9,7.399650548488364
125,27,19.62527869500255
126,13,9.317948416632943
127,22,12.905195214823634
128,15,8.717218179267926
129,29,26.951693648501884
130,9,6.636948082430275
131,12,7.866046031041845
132,24,10.139222046857691
133,16,12.70857717406948
134,19,16.561818661560533
135,14,10.76288112506737
136,17,11.753459562792955
137,35,35.614043116285046
138,10,8.05719869729892
139,25,17.27834920110058
140,11,7.10928177294428
141,17,13.75467245337465
142,53,74.7151014419526
143,12,9.819993903035463
144,19,18.31677892023372
145,16,15.638523826941427
146,14,9.193798547244512
147,27,35.97068376548141
148,17,17.07946749284688
149,21,8.813849987217111
150,9,6.856156107327338
151,13,11.234192078407252
152,18,18.397399570797166
153,21,16.787485808659678
154,17,11.433193423344127
155,20,19.626381923516355
156,15,11.800375739814465
157,11,9.232859827796089
158,10,6.2661854939318244
159,17,9.328042663059128
160,15,8.761825300597938
161,29,20.622966737716162
162,13,8.197231481090599
163,21,17.623561760429645
164,18,12.390512412486265
165,30,9.766643943762913
166,20,10.161922991522419
167,12,7.556220000726116
168,17,16.037011557078074
169,9,6.152978932208188
170,16,8.042954605381363
171,20,22.448836683397644
172,16,11.880913204130447
173,28,28.891386275051804
174,23,22.21327240662212
175,25,7.893266573604423
176,20,12.387478830877804
177,22,11.557554789563211
178,35,45.56490688592234
179,11,8.929893495260721
180,18,7.052350110898523
181,13,10.125596652971037
182,36,12.387453036652625
183,9,7.179520127898332
184,14,8.178670078383405
185,15,11.647847210550207
186,23,12.936307237321031
187,11,7.527087125680463
188,12,9.865278605342537
189,29,34.67032718513015
190,23,22.681347143676618
191,37,52.308987629700596
192,11,8.08414185032933
193,21,12.239316731089875
194,13,9.515313466721286
195,17,6.911959216686583
196,43,36.70122433541468
197,24,16.661574345608
198,15,11.960343680636432
199,11,6.315498842601366
200,24,20.554621458450875
201,11,8.166303805417341
202,25,10.70426994082838
203,9,6.13259743097918
204,11,8.976271327282774
205,16,14.2273476165956
206,25,16.62640222353598
207,15,7.711141527180762
208,21,15.429008236055898
209,37,48.469971266178966
210,30,10.800364435622745
211,22,20.02488174930189
212,28,14.614346550717556
213,15,13.170643357430501
214,25,28.038209830876607
215,17,13.607553031622464
216,24,16.512284143593725
217,43,29.710195823572246
218,11,10.638258274871259
219,26,8.738717175983563
220,18,15.412773057792707
221,26,26.243147730634522
222,12,9.18134441112689
223,16,8.418280427490213
224,31,30.212379773069337
225,27,15.144490657481462
226,11,9.18914156011102
227,20,10.967914938714117
228,17,11.543000627542485
229,22,7.479250927491408
230,24,21.087100633548353
231,18,10.90881134484386
232,24,11.050082886392453
233,10,7.688293618986149
234,31,27.930283339780953
235,23,27.554739805755172
236,13,9.950375664328705
237,12,8.77725092158202
238,21,13.289035244325628
239,24,7.196472086731065
240,20,11.792392365652661
241,10,7.919830372152261
242,14,11.97445919546706
243,13,7.404469690243675
244,47,53.00047208787957
245,27,29.25075492226568
246,14,12.813298288345578
247,15,8.941943258756867
248,11,8.352914571676145
249,12,8.02069600521828
250,16,9.89171312128982
251,13,11.381803331818212
252,60,36.82967837679689
253,19,15.18517515979949
254,22,13.949793477494103
255,14,12.109949466998094
256,14,8.83999831031965
257,14,11.879502656229496
258,11,7.560209632422242
259,17,13.740664923990881
260,17,10.489927588337498
261,17,14.127491976211791
262,13,11.825592042029575
263,18,10.252425569325698
264,25,25.978190973946965
265,18,16.67633550738172
266,15,12.923892644056108
267,15,10.933416903729828
268,14,14.379763407063363
269,29,21.08361100263364
270,33,38.428427765714254
271,13,7.726290767472389
272,27,31.380528716223193
273,23,22.80485440244988
274,27,8.868598231997726
275,51,49.15785958271141
276,23,11.33529284195255
277,17,7.623475479009021
278,27,13.085201561856314
279,23,7.982801535284604
280,16,8.307611527335911
281,17,14.297235292281423
282,16,13.175352877700519
283,20,12.826787952436671
284,15,14.823867020335236
285,19,14.866878639869178
286,28,27.933160043422905
287,19,12.80368746105994
288,9,7.4756775696506725
289,44,27.106595310477882
290,13,11.275568933674194
291,18,13.676237327446126
292,17,12.685462461418123
293,24,14.255640605074658
294,12,5.514569794145041
295,11,9.068970699455472
296,11,9.678068308775623
297,52,41.12102318862712
298,20,17.378337474202656
299,12,7.749936104907135
300,23,14.295828529560794
301,21,15.726522120529717
302,11,9.119813388747993
303,15,14.040223399264047
304,8,6.064006626854515
305,17,10.73374629591336
306,16,8.4451775397725
307,10,8.196120225154012
308,11,6.5215325531548665
309,18,10.399181725434538
310,41,40.236528683791136
311,18,12.880118342807291
312,11,5.510761709089968
313,16,10.60680193245912
314,25,17.222166029818098
315,16,13.288176266707993
316,10,8.52737129557927
317,23,10.83351176932867
318,9,6.497316256998976
319,12,7.655299756395641
320,13,10.213268203498659
321,13,9.861137745662312
322,18,20.762051944203296
323,15,11.308523174480852
324,38,53.03898139451863
325,29,31.494039824445906
326,18,15.207779796777983
327,33,32.23956809993808
328,33,47.12353164004042
329,21,11.785185746038001
330,14,10.673558336452384
331,18,14.613025207221588
332,19,18.455094715046066
333,12,10.462520176728482
334,38,29.160106171083505
335,60,94.26042140869482
336,14,8.776575377373257
337,22,6.3966886334163355
338,23,26.548662051441312
339,22,22.899361263342225
340,14,8.949596545397728
341,18,16.80469134750174
342,15,13.024899523024857
343,26,19.473700776111535
344,27,14.727773085830718
345,37,48.49155027086098
346,19,20.138565651186696
347,13,10.887479371749789
348,16,11.20014809663304
349,19,17.398033331432643
350,26,11.235706613696292
351,18,10.439617731576432
352,17,12.843739469169163
353,27,7.558123464377465
354,19,10.5936055872892
355,14,13.215749394341291
356,10,7.333875443360377
357,26,9.687372052007865
358,10,6.862594726499548
359,37,24.196783851576022
360,21,9.837602778783385
361,10,6.20938720931521
362,21,14.726461263057402
363,18,11.699636882698423
364,40,18.814870615089916
365,13,10.463073405749904
366,14,11.897507115556676
367,23,25.094187446051105
368,19,12.22184671101421
369,13,10.365705472269681
370,22,18.812590464262698
371,13,10.140181315977095
372,11,6.796701691236425
373,25,11.172900863021562
374,30,10.955669581818036
375,28,11.582429112864824
376,25,13.553488837751889
377,24,14.735202594273941
378,25,12.285164710032747
379,13,9.731967952296209
380,23,19.908092804543614
381,18,16.231427851143973
382,33,16.21885503400145
383,25,30.042775156955187
384,16,9.838223430396296
385,22,19.076977970175875
386,32,15.225052766727396
387,12,6.077679879483781
388,51,34.76665660828708
389,38,23.45049417983881
390,10,8.621691773473913
391,11,10.017330251697999
392,19,7.833297877014673
393,19,19.467127957627874
394,9,5.610306118725503
395,28,21.502456255935428
396,17,12.911289948222764
397,21,14.337104958156232
398,20,12.162326619525343
399,15,13.40526148069909
400,12,8.509286756756529
401,25,3.422453284514467
402,12,7.998982338871603
403,20,11.092447645467434
404,26,21.384865316858548
405,35,26.0763473367404
406,14,8.757101366444429
407,22,18.962959006756236
408,10,6.714837602686213
409,13,9.571789709754425
410,9,6.594486124688449
411,23,7.022973313058086
412,11,7.927037962568877
413,15,11.510570594718375
414,13,10.029880671230172
415,11,11.05278062581842
416,22,22.912403656470772
417,31,23.381353751648327
418,36,18.723786585818623
419,16,9.525934691145343
420,26,23.26929588829033
421,27,13.4217243123263
422,19,16.37004653550271
423,13,9.197602581476925
424,15,10.8502858914245
425,67,61.84756266275481
426,12,10.207195282778384
427,26,24.20867756328843
428,26,16.574476523142266
429,13,10.35753441536507
430,18,17.75484195185668
431,16,13.349826568677964
432,18,11.277340306694137
433,26,6.101350402777733
434,22,13.315680530397987
435,17,13.436609920050168
436,14,9.127557286614374
437,35,9.646031052613807
438,22,10.512189125586147
439,16,10.880408301643286
440,17,17.340313746191903
441,19,12.761253885237133
442,21,20.583484167049658
443,28,13.191923549473733
444,16,13.866224292090099
445,9,7.212381140921499
446,16,16.795921501971517
447,26,29.890033134398212
448,12,9.725184475901688
449,8,5.551453185219734
450,13,8.107827026054412
451,14,7.4525107615545725
452,20,12.205953104676466
453,13,12.156498100027402
454,14,9.29759083356704
455,23,9.203757625196236
456,17,10.436328498944055
457,19,12.20462253838597
458,27,23.10404569063716
459,18,11.367059977354362
460,26,6.514469290343377
461,29,34.978790401182685
462,33,41.83284850405876
463,18,17.88861253628482
464,20,12.55059867608179
465,17,7.208135039069113
466,19,14.663661225755076
467,10,7.106584778640077
468,17,10.570101180096934
469,43,48.25169608586852
470,9,5.635663864785249
471,18,12.302919092706691
472,14,9.659705259686437
473,11,9.520185266058713
474,25,28.94085223103928
475,25,8.810161276664973
476,16,11.409148567961093
477,19,13.120487837823363
478,33,31.28110797266787
479,19,12.144384566170219
480,24,14.438467092353559
481,10,8.066458823074067
482,16,12.62146360706197
483,22,20.348624676385036
484,13,9.05367666683517
485,9,6.791698260859927
486,17,14.904586784900866
487,16,12.227767488718769
488,31,7.3620376559934115
489,26,18.35082956994369
490,20,10.930594127710162
491,12,6.8704658387773305
492,14,10.333324426886797
493,9,5.94084325185312
494,22,6.4799405011436715
495,15,11.96029628376209
496,26,11.798881298593493
497,22,29.75525125852659
498,26,32.23501251162385
499,36,24.700139891581877
500,20,10.117811356971309
501,27,9.55041572879759
502,16,10.774753714079818
503,36,25.415660784941377
504,27,17.28342041030414
505,35,21.475375730370416
506,22,9.647271901093708
507,19,17.71997711057287
508,16,14.617813159106285
509,48,64.08884786119432
510,24,28.38300536380355
511,50,41.608476068301954
512,28,18.687301895643902
513,14,6.238014338675058
514,15,11.372657189428084
515,15,15.53581391024419
516,32,6.224408830656296
517,20,9.616381044993707
518,15,11.311662396536367
519,15,10.109685864401213
520,18,11.777409245885917
521,18,9.084258785987805
522,10,6.9696824946452285
523,14,10.274827770843237
524,13,8.672428731391884
525,20,20.581092222738608
526,12,9.003292478742077
527,19,20.708119380394695
528,20,6.6847534092664675
529,63,84.77991062844914
530,8,4.747151427813456
531,38,38.77749907273383
532,18,13.808458172251427
533,12,7.755105921058611
534,15,13.353160993500923
535,28,10.098914439702163
536,32,12.341233252622493
537,18,13.311924560854074
538,18,12.111731331053765
539,13,6.165812312180235
540,13,6.940083743400453
541,23,13.012126678302142
542,13,10.203487412614376
543,14,8.919062333076518
544,24,23.1073998231886
545,34,34.02458871014165
546,16,13.560622344346436
547,15,12.886892793850011
548,23,11.755150310508679
549,16,14.484083767995038
550,26,28.453000832867524
551,25,17.862046069702956
552,16,9.964701454751694
553,17,16.762873527924235
554,36,21.540211877884783
555,17,12.547105138400557
556,22,9.364349094962742
557,15,14.58041423920703
558,14,12.088176992379656
559,21,16.357057219423755
560,16,12.177588648505441
561,33,44.755026587921165
562,22,12.085193237480228
563,10,7.4547757755717035
564,13,11.831371532093684
565,13,10.19996994184055
566,17,9.948423049506754
567,14,8.864252282185568
568,11,9.067934750913993
569,27,23.793284807018043
570,20,17.156569227364795
571,13,9.44012043462498
572,11,8.598114694876111
573,13,8.949545354261376
574,18,17.44385488590606
575,11,9.074013000702896
576,19,13.292624533267482
577,23,9.431672518459136
578,26,12.831654047698466
579,19,11.869037207745514
580,18,11.586993884238053
581,16,15.022240859495923
582,19,20.594945597394045
583,30,17.751311508004072
584,13,8.526912557742323
585,20,14.985942956860624
586,21,11.90087810751949
587,10,7.360181334693177
588,13,10.639805070802835
589,21,20.075830337098882
590,23,11.455012021104821
591,19,8.060744377611032
592,13,10.444602149377152
593,16,9.011446681707126
594,15,12.601177325852866
595,10,8.031564721106923
596,19,14.77609640098223
597,18,12.285616463424944
598,31,18.37086855029963
599,26,17.109771062325915
600,17,13.28074672231278
601,14,9.189692400016284
602,26,11.434448835777081
603,25,23.65006469104067
604,14,10.1994042376207
605,53,59.942260766540464
606,16,9.96540513663105
607,19,15.499087721454861
608,22,21.91756619563753
609,12,10.083515335753575
